"Sous-location du logement par le locataire","Le locataire d&#39;un logement peut le <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R1496"" data-definition=""R1496"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::sous-louer"">sous-louer</a></dfn> sous certaines conditions qui varient selon la nature du contrat de location."
"Avec quels documents d&#39;identité un Français peut-il voyager en outre-mer ?","Une carte d&#39;identité en cours de validité suffit pour voyager en <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R50364"" data-definition=""R50364"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::outre-mer"">outre-mer</a></dfn>. Toutefois, si vous devez transiter par un pays étranger pendant votre voyage, il vous faudra présenter un passeport en cours de validité."
"Un huissier peut-il entrer dans un logement en l&#39;absence de son occupant ?","L&#39;huissier peut effectuer une saisie dans un logement en l&#39;absence de son occupant, sous conditions."
"Vivre en Europe","Si vous êtes français, vous avez le droit de partir vivre dans un autre pays de <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R42218"" data-definition=""R42218"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::l&#39;Espace_économique_européen_(EEE)"">l&#39;Espace économique européen (EEE)</a></dfn>. Les règles dépendent de votre situation"
"Droit au travail d&#39;un Français en Europe","En tant que Français, vous avez le droit de travailler dans un autre pays de <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R42218"" data-definition=""R42218"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::l&#39;Espace_économique_européen_(EEE)"">l&#39;Espace économique européen (EEE)</a></dfn> ou en Suisse. Vous bénéficiez de la même préférence en matière d&#39;accès à l&#39;emploi que les nationaux de votre pays d&#39;installation. Tous les emplois privés ainsi que la plupart des emplois publics vous sont accessibles. Si vous comptez exercer une <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R1029"" data-definition=""R1029"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::profession_réglementée"">profession réglementée</a></dfn>, vous devrez toutefois respecter certaines conditions."
"Devenir fonctionnaire européen","Les fonctionnaires européens sont recrutés par des concours organisés par l&#39;Office européen de sélection du personnel (EPSO). Si vous réussissez la procédure de sélection, vous serez affecté dans l&#39;une des institutions ou dans l&#39;un des organes de <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R41270"" data-definition=""R41270"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::l&#39;Union_européenne_(UE)"">l&#39;Union européenne (UE)</a></dfn>, au Conseil de l&#39;Europe ou à la Cour européenne des Droits de l&#39;Homme (CEDH)."
"Vivre en Europe","Si vous êtes français, vous avez le droit de partir vivre dans un autre pays de <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R42218"" data-definition=""R42218"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::l&#39;Espace_économique_européen_(EEE)"">l&#39;Espace économique européen (EEE)</a></dfn>. Les règles dépendent de votre situation"
"Scolariser son enfant en Europe","Si vous partez vivre dans un autre pays de <dfn><a href=""https://www.service-public.fr/particuliers/glossaire/R42218"" data-definition=""R42218"" data-xiti-name=""Particuliers::Vos_droits::Navigation_Directe::l&#39;Espace_économique_européen_(EEE)"">l&#39;Espace économique européen (EEE)</a></dfn>, votre enfant peut fréquenter les établissements scolaires de ce pays. Vous pouvez aussi inscrire votre enfant dans une école du réseau scolaire français à l&#39;étranger et bénéficier d&#39;une aide financière. Votre enfant peut également suivre des cours via le Centre national d&#39;enseignement à distance (Cned)."
"Assurance maladie pour les Français vivant à l&#39;étranger","Lorsque vous vous installez à l&#39;étranger, vos droits à l&#39;assurance maladie dépendent de votre pays de résidence et de votre statut. Si vous partez résider dans un autre pays européen ou en Suisse, vous ne perdez pas vos droits à l&#39;assurance maladie. Si vous êtes détaché à l&#39;étranger, vous restez assuré du régime français de sécurité sociale, sans cotisation supplémentaire. Si vous êtes expatrié à l&#39;étranger, vous cessez de dépendre de la sécurité sociale française."
"Déclaration de revenus : indemnités de fin de contrat","Les sommes encaissées à la fin d&#39;un contrat de travail sont soumises à l&#39;impôt sur le revenu quelle qu&#39;en soit l&#39;origine (démission, licenciement, retraite, etc.). Toutefois, certaines bénéficient d&#39;un régime d&#39;exonération."
"Impôt sur le revenu d&#39;un Français vivant à l&#39;étranger","Si vous êtes expatrié, l&#39;imposition dépend de votre domicile fiscal. Ainsi, si votre domicile fiscal se situe hors de France, vous êtes imposable sur vos revenus de source française, sauf exception. En revanche, si votre domicile fiscal reste en France, vous payez l&#39;impôt sur l&#39;ensemble de vos revenus."
"Les allocations de chômage et de préretraite sont-elles imposées sur le revenu ?"," Oui, les allocations perçues en cas de chômage total ou partiel ainsi qu&#39;en cas de préretraite sont imposables sur le revenu."
"Quelle sanction risque un étranger en cas d&#39;infraction routière en France ?","L&#39;auteur d&#39;une infraction au code de la route peut être amené à payer immédiatement une <a href=""https://www.service-public.fr/particuliers/vosdroits/F18509"">amende forfaitaire</a>."
"Impôt sur le revenu : déclaration des pensions de retraite","Les pensions de retraite sont soumises à l&#39;impôt sur le revenu. Toutefois, certaines pensions sont exonérées."
"Dans quel délai un supplément d&#39;impôt sur le revenu peut-il être réclamé ?","L&#39;administration fiscale peut commettre des erreurs en établissant votre impôt sur le revenu. Elle a le droit de réparer ses erreurs, mais dans un certain délai (appelé délai de prescription ou délai de reprise). Pour être valable, l&#39;imposition doit donc être mise en recouvrement avant l&#39;expiration de ce délai."
